SKILL_20150317_000001	공격
SKILL_20150317_000373	[루바보스] 물리, 타격, 수속성 1회 공격
SKILL_20150317_000374	[루바보스] 매직, 매직, 수속성 1회 공격
SKILL_20150317_000375	[엘리트 슬라임] 물리, 타격, 땅속성, 1회 공격
SKILL_20150317_000376	[크루마보] 물리, 타격, 무속성, 1회 공격
SKILL_20150317_000377	[포쿠부] 물리, 타격, 땅속성, 1타 전방 머리로 내려치기
SKILL_20150317_000378	[말리] 1회 물리, 타격, 독속성
SKILL_20150317_000379	[말라두] 물리, 타격, 땅속성 1회 공격
SKILL_20150317_000380	[말라두] 물리, 타격, 땅속성 휠윈드
SKILL_20150317_000381	[그루머] 물리, 타격, 독속성, 1회 공격
SKILL_20150317_000382	[허밍버드] 물리, 찌르기, 독속성 1회 공격
SKILL_20150317_000383	[리플라이] 물리, 베기, 뇌속성, 1회 공격
SKILL_20150317_000384	[사막 츄파카브라] 버프, 매직, 하이드 체력 회복
SKILL_20150317_000385	[사막 츄파카브라] 물리, 떄리기, 땅속성 1회 공격
SKILL_20150317_000386	[크로마독] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000387	[씨드미아] 물리, 떄리기, 독속성, 1회 공격
SKILL_20150317_000388	[씨드미아] 물리, 떄리기, 독속성, 1 원거리 공격
SKILL_20150317_000389	[글락] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000390	[글락] 매직, 매직, 암속성 1회 공격
SKILL_20150317_000391	[우펜트] 물리, 베기, 수속성 1회 공격 결빙 디버프
SKILL_20150317_000392	[우펜트] 물리, 베기, 수속성 1회 공격
SKILL_20150317_000393	[로델린] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000394	[로델린] 물리, 베기, 암속성 일직선 원거리 공격
SKILL_20150317_000395	[로델린] 물리, 베기, 암속성 전방 1회 원형 타겟
SKILL_20150317_000396	[글리자돈] 물리, 베기, 암속성 2회 공격
SKILL_20150317_000397	[글리자돈] 물리, 베기, 암속성 휠윈드 4회 공격
SKILL_20150317_000398	[글리자돈] 물리, 베기, 암속성 내려찍기 1회 공격
SKILL_20150317_000399	[콜리어스] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000400	[붉은 룩소돈] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000401	[비테로스] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000402	[멘티우드] 물리, 베기, 뇌속성 1회 공격
SKILL_20150317_000403	[멘티우드] 물리, 베기, 뇌속성 양손 1회 공격
SKILL_20150317_000404	[이노움] 매직, 매직, 뇌속성 2회 공격
SKILL_20150317_000405	[이노움] 매직, 매직, 뇌속성 전방 낙뢰 공격
SKILL_20150317_000406	[비토우] 물리, 베기, 뇌속성 1회 공격
SKILL_20150317_000407	[비토우] 물리, 베기, 뇌속성
SKILL_20150317_000408	[폰델] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000409	[폰델] 물리, 베기, 암속성 3회 공격
SKILL_20150317_000410	[카르카슈] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000411	[카르카슈] 물리, 타격, 독속성 4회 공격
SKILL_20150317_000412	[검은 마이즈] 물리, 타격, 독속성 
SKILL_20150317_000413	[피렌트] 물리, 땅속성, 떄리기 1회 공격
SKILL_20150317_000414	[피렌트]
SKILL_20150317_000415	[스펙터 군주]
SKILL_20150317_000416	[골렘] 연속 공격, 오른쪽
SKILL_20150317_000417	[골렘] 연속 공격, 왼쪽
SKILL_20150317_000418	[골렘] 라이트 스매시
SKILL_20150317_000419	[골렘] 스매시
SKILL_20150317_000420	[골렘] 포효
SKILL_20150317_000421	[피렌트] 트랜스포스 버프 사용
SKILL_20150317_000422	[벨리글러] 물리, 베기, 독속성 1회 공격
SKILL_20150317_000423	[리첸클롭스] 물리, 베기, 독속성 1회 공격
SKILL_20150317_000424	[듀마로] 물리, 베기, 독속성 1회 공격
SKILL_20150317_000425	[티켄] 물리, 찌르기, 암속성 1회 공격
SKILL_20150317_000426	[투켄] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000427	[샤울렘 전사] 물리, 베기, 독속성 1회 공격
SKILL_20150317_000428	[샤울렘 라군] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000429	[샤울렘 주술사] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000430	[미니번] 물리, 타격, 수속성 1회 공격
SKILL_20150317_000431	[크로뉴트] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000432	[인프로 호글란] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000433	[콜리스텀프] 물리, 타격, 뇌속성 1회 공격
SKILL_20150317_000434	[라프세이프] 물리, 베기, 독속성 1회 공격
SKILL_20150317_000435	[인프로 블러드] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000436	[잎방개] 1회 물리, 땅속성, 떄리기
SKILL_20150317_000437	[하나밍] 1회 물리, 땅속성, 타격
SKILL_20150317_000438	[수정거미] 1회 물리, 수속성, 찌르기
SKILL_20150317_000439	[회색 유코푸스] 1회 매직, 수속성, 타격
SKILL_20150317_000440	[회색 포쿠부]
SKILL_20150317_000441	[붉은 부베 궁수] 원거리, 찌르기, 화속성 1회 공격
SKILL_20150317_000442	[붉은 피셔맨] 1회, 물리, 타격, 화속성
SKILL_20150317_000443	[붉은 피셔맨] 매직, 버프, 어그레서 버프 스킬
SKILL_20150317_000444	[시모프] 물리, 땅속성, 타격
SKILL_20150317_000445	[더키] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000446	[요노움] 매직, 매직, 뇌속성 1회 공격
SKILL_20150317_000447	[폰드] 물리, 원거리, 암속성 1회 공격
SKILL_20150317_000448	[펜딘마이어]
SKILL_20150317_000449	[갈색 지그리] 물리, 베기, 땅속성 1회 공격
SKILL_20150317_000450	[갈색 지그리] 물리, 베기, 땅속성 2회 공격
SKILL_20150317_000451	[검은 지그리] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000452	[검은 지그리] 물리, 베기, 암속성 2회 공격
SKILL_20150317_000453	[검은 우드고블린] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000454	[지누테카스] 물리, 찌르기, 땅속성 1회 공격
SKILL_20150317_000455	[지누테카스] 물리, 찌르기, 땅속성 2회 공격
SKILL_20150317_000456	[붉은 그리바] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000457	[붉은 그리바] 물리, 타격, 화속성 2회 공격
SKILL_20150317_000458	[붉은 늙은케파] 물리, 타격, 화속성 1회 공격 
SKILL_20150317_000459	[검은 라플레시아] 원거리, 매직, 암속성 원거리 포격
SKILL_20150317_000460	[검은 라플레시아] 물리, 매직, 암속성 1회 공격
SKILL_20150317_000461	[붉은 인프로락터] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000462	[붉은 인프로락터] 매직, 블럭확률 증가 버프
SKILL_20150317_000463	[초록 엘룸] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000464	[초록 포쿠본] 물리, 찌르기, 독속성 1회 공격
SKILL_20150317_000465	[초록 포쿠본] 물리, 찌르기, 뇌속성 1회 공격
SKILL_20150317_000466	[부베 추격꾼] 물리, 찌르기, 암속성 2회 공격
SKILL_20150317_000467	[부베 추격꾼] 물리, 찌르기, 암속성, 5회 공격
SKILL_20150317_000468	[주술 인형] 물리, 찌르기, 암속성 1회 공격
SKILL_20150317_000469	[초록 드레이크] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000470	[초록 드레이크] 매직, 매직, 독속성 1회 공격
SKILL_20150317_000471	[검은 드레이크] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000472	[검은 드레이크] 매직, 매직, 암속성 1회 공격
SKILL_20150317_000473	[부베 전사] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000474	[푸른 푸라기] 물리, 떄리기, 수속성 1회 공격
SKILL_20150317_000475	[붉은 부베약탈자] 물리, 찌르기, 화속성 1회 공격
SKILL_20150317_000476	[검은 빅 그리바] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000477	[검은 빅 그리바] 매직, 매직, 암속성 1회 공격
SKILL_20150317_000478	[검은 데스모두스] 물리, 찌르기, 암속성 1회 공격
SKILL_20150317_000479	[러블렘] 물리, 타격, 땅속성 1회 공격
SKILL_20150317_000480	[메슘] 마법, 타격, 화속성. 파이어볼 소환.
SKILL_20150317_000481	[폰델] 물리, 베기, 암속성 2회 공격
SKILL_20150317_000482	[디오니아] 물리 무속성 타격
SKILL_20150317_000483	[디오니아] 매직 독속성 타격
SKILL_20150317_000484	[베아카라스] 물리 땅속성 타격
SKILL_20150317_000485	[베아카라스] 물리 땅속성 베기
SKILL_20150317_000486	[어보미네이션] 물리 무속성 타격
SKILL_20150317_000487	[어보미네이션] 매직 무속성 마법
SKILL_20150317_000488	[현혹의 스펙터] 물리 암속성 마법
SKILL_20150317_000489	[리카우스] 물리 무속성 타격
SKILL_20150317_000490	[리카우스] 물리 암속성 타격
SKILL_20150317_000491	[브람블] 물리 무속성 타격
SKILL_20150317_000492	[브람블] 물리 무속성 찌르기
SKILL_20150317_000493	[몰렉] 물리 암속성 타격
SKILL_20150317_000494	[몰렉] 매직 암속성 마법
SKILL_20150317_000495	[세콰이아] 물리 무속성 타격
SKILL_20150317_000496	[세콰이아] 물리 화속성 타격
SKILL_20150317_000497	[세콰이아] 매직 화속성 마법
SKILL_20150317_000498	[리카우스] 매직 암속성 마법
SKILL_20150317_000499	[스파나스맨] 물리 무속성 타격
SKILL_20150317_000500	[스파나스맨] 물리 무속성 마법
SKILL_20150317_000501	[툼메이든] 매직 무속성 마법
SKILL_20150317_000502	[툼메이든] 물리 무속성 타격
SKILL_20150317_000503	[큐바스] 물리 무속성 마법
SKILL_20150317_000504	[큐바스] 물리 전기속성 마법
SKILL_20150317_000505	[큐바스] 물리 수속성 마법
SKILL_20150317_000506	[큐바스] 물리 화속성 마법
SKILL_20150317_000507	[그라이넨더] 물리 화속성 타격
SKILL_20150317_000508	[그라이넨더] 물리 화속성 찌르기
SKILL_20150317_000509	[그라이넨더] 물리 화속성 마법
SKILL_20150317_000510	[그라이넨더] 매직 화속성 마법
SKILL_20150317_000511	[파이로에고] 물리 화속성 타격
SKILL_20150317_000512	[파이로에고] 매직 화속성 마법
SKILL_20150317_000513	[리토렉스] 매직 독속성 마법
SKILL_20150317_000514	[리토렉스] 매직 무속성 마법
SKILL_20150317_000515	[몰렉] 물리 무속성 타격
SKILL_20150317_000516	[링크롤러] 매직 전기속성 마법
SKILL_20150317_000517	[데드본] 물리 암속성 타격
SKILL_20150317_000518	[데드본] 물리 암속성 베기
SKILL_20150317_000519	[샐러맨더] 물리 화속성 타격
SKILL_20150317_000520	[샐러맨더] 물리 화속성 찌르기
SKILL_20150317_000521	[케파치프틴] 물리 무속성 타격
SKILL_20150317_000522	[케파치프틴] 매직 무속성 타격
SKILL_20150317_000523	[골렘] 물리 땅속성 타격
SKILL_20150317_000524	[현혹의 스펙터] 매직 암속성 타격
SKILL_20150317_000525	[스펙터 군주] 매직 암속성 마법
SKILL_20150317_000526	[미르티스] 물리 암속성 베기
SKILL_20150317_000527	[미르티스] 물리 암속성 마법
SKILL_20150317_000528	[미르티스] 매직 암속성 마법
SKILL_20150317_000529	[미르티스] 매직 암속성 베기
SKILL_20150317_000530	[살티스터] 물리 수속성 타격
SKILL_20150317_000531	[살티스터] 물리 수속성 마법
SKILL_20150317_000532	[우드스피릿] 물리 무속성 타격
SKILL_20150317_000533	[우드스피릿] 물리 무속성 마법
SKILL_20150317_000534	[우드스피릿] 매직 무속성 마법
SKILL_20150317_000535	[석화고래] 매직 땅속성 마법
SKILL_20150317_000536	[긴클라스] 물리 화속성 타격
SKILL_20150317_000537	[요나졸렘] 물리 무속성 타격
SKILL_20150317_000538	[요나졸렘] 매직 무속성 타격
SKILL_20150317_000539	[투투] 물리 독속성 타격
SKILL_20150317_000540	[투투] 매직 독속성 마법
SKILL_20150317_000541	[비테레지나] 물리 무속성 찌르기
SKILL_20150317_000542	[비테레지나] 물리 독속성 베기
SKILL_20150317_000543	[비테레지나] 물리 독속성 마법
SKILL_20150317_000544	[마스터 지니] 물리 무속성 타격
SKILL_20150317_000545	[마스터 지니] 매직 수속성 마법
SKILL_20150317_000546	[일티스워트] 물리 무속성 타격
SKILL_20150317_000547	[일티스워트] 물리 독속성 마법
SKILL_20150317_000548	[레푸스] 물리 무속성 베기
SKILL_20150317_000549	[머슈카리아] 물리 독속성 마법
SKILL_20150317_000550	[머슈카리아] 물리 독속성 타격
SKILL_20150317_000551	[엘라가노스] 물리 무속성 타격
SKILL_20150317_000552	[디오니아] 매직 무속성 마법
SKILL_20150317_000553	[석화고래] 물리 땅속성 타격
SKILL_20150317_000554	[석화고래] 물리 땅속성 찌르기
SKILL_20150317_000555	[긴클라스] 물리 화속성 마법
SKILL_20150317_000556	[레푸스] 매직 무속성 타격
SKILL_20150317_000557	[자이언트 레드 우드] 매직 화속성 찌르기
SKILL_20150317_000558	[베브라스피온] 물리 무속성 타격
SKILL_20150317_000559	[베브라스피온] 물리 전기속성 타격
SKILL_20150317_000560	[스파르나스] 물리 무속성 타격
SKILL_20150317_000561	[스파르나스] 물리 무속성 찌르기
SKILL_20150317_000562	[스파르나스] 물리 전기속성 마법
SKILL_20150317_000563	[라자토드] 매직 무속성 마법
SKILL_20150317_000564	[라자토드] 물리 수속성 타격
SKILL_20150317_000565	[체이퍼] 물리 독속성 베기
SKILL_20150317_000566	[체이퍼] 물리 독속성 찌르기
SKILL_20150317_000567	[체이퍼] 물리 독속성 마법
SKILL_20150317_000568	[쓰론위버] 물리 독속성 마법
SKILL_20150317_000569	[쓰론위버] 물리 독속성 타격
SKILL_20150317_000570	[쓰론위버] 매직 독속성 마법
SKILL_20150317_000571	[마인로더] 물리 전기속성 타격
SKILL_20150317_000572	[섀도게일러] 물리 암속성 베기
SKILL_20150317_000573	[섀도게일러] 매직 암속성 마법
SKILL_20150317_000574	[섀도게일러] 물리 암속성 마법
SKILL_20150317_000575	[자이언트 레드 우드] 물리 무속성 타격
SKILL_20150317_000576	[자이언트 레드 우드] 물리 화속성 타격
SKILL_20150317_000577	[렉시퍼] 물리 암속성 타격
SKILL_20150317_000578	[락토르투가] 물리 땅속성 타격
SKILL_20150317_000579	[루토푸스] 물리 무속성 찌르기
SKILL_20150317_000580	[네크로벤터] 매직 암속성 타격
SKILL_20150317_000581	[네크로벤터] 매직 암속성 마법
SKILL_20150317_000582	[헬가세르클] 매직 암속성 베기
SKILL_20150317_000583	[헬가세르클] 물리 암속성 베기
SKILL_20150317_000584	[헬가세르클] 매직 암속성 마법
SKILL_20150317_000585	[루토푸스] 물리 무속성 타격
SKILL_20150317_000586	[루토푸스] 매직 무속성 마법
SKILL_20150317_000587	[킹 우산이끼] 물리 독속성 타격
SKILL_20150317_000588	[아콘] 물리 화속성 타격
SKILL_20150317_000589	[예쿱] 물리 암속성 타격
SKILL_20150317_000590	[예쿱] 매직 암속성 타격
SKILL_20150317_000591	[예쿱] 매직 무속성 마법
SKILL_20150317_000592	[캐러페이스] 물리 수속성 타격
SKILL_20150317_000593	[캐러페이스] 물리 수속성 베기
SKILL_20150317_000594	[웨어울프] 물리 무속성 베기
SKILL_20150317_000595	[웨어울프] 물리 무속성 타격
SKILL_20150317_000596	[웨어울프] 물리 암속성 마법
SKILL_20150317_000597	[웨어울프] 물리 암속성 베기
SKILL_20150317_000598	[아콘] 매직 무속성 마법
SKILL_20150317_000599	[엘라가노스] 물리 무속성 찌르기
SKILL_20150317_000600	[엘라가노스] 물리 암속성 마법
SKILL_20150317_000601	[사이클롭스] 물리 암속성 타격
SKILL_20150317_000602	[사이클롭스] 매직 암속성 마법
SKILL_20150317_000603	[라자펄] 물리 무속성 베기
SKILL_20150317_000604	[라자펄] 물리 수속성 마법
SKILL_20150317_000605	[허니핀] 물리 독속성 타격
SKILL_20150317_000606	[허니핀] 물리 독속성 마법
SKILL_20150317_000607	[케파치프틴] 매직 무속성 마법
SKILL_20150317_000608	[네더보바인] 물리 암속성 찌르기
SKILL_20150317_000609	[네더보바인] 물리 암속성 마법
SKILL_20150317_000610	[네더보바인] 물리 암속성 타격
SKILL_20150317_000611	[에하트] 물리 무속성 타격
SKILL_20150317_000612	[리타스워트] 물리 독속성 타격
SKILL_20150317_000613	[리타스워트] 물리 독속성 마법
SKILL_20150317_000614	[리타스워트] 매직 독속성 마법
SKILL_20150317_000615	[리타스워트] 매직 무속성 마법
SKILL_20150317_000616	[레푸스] 물리 무속성 타격
SKILL_20150317_000617	[렉시퍼] 매직 암속성 마법
SKILL_20150317_000618	[코럽티드] 매직 암속성 마법
SKILL_20150317_000619	[코럽티드] 매직 암속성 타격
SKILL_20150317_000620	[머슈카리아] 매직 독속성 마법
SKILL_20150317_000621	[락토르투가] 매직 땅속성 마법
SKILL_20150317_000622	[체이퍼] 매직 독속성 마법
SKILL_20150317_000623	[부베 투사] 물리 땅속성 베기
SKILL_20150317_000624	[부베 투사] 물리 땅속성 타격
SKILL_20150317_000625	[현혹의 스펙터] 매직 암속성 마법
SKILL_20150317_000626	[머쉬워트] 물리 무속성 타격
SKILL_20150317_000627	[머쉬워트] 물리 무속성 마법
SKILL_20150317_000628	[머쉬워트] 매직 무속성 마법
SKILL_20150317_000629	[머쉬워트] 매직 독속성 매직
SKILL_20150317_000630	[나크티스] 매직 무속성 타격
SKILL_20150317_000631	[드라페리운] 물리 무속성 찌르기
SKILL_20150317_000632	[드라페리운] 물리 무속성 마법
SKILL_20150317_000633	[드라페리운] 매직 암속성 마법
