SKILL_20150317_000001	Attack
SKILL_20150317_000394	[Rodelin] Physical, Slash, Dark Property Straight Range Attack
SKILL_20150317_000395	[Rodelin] Physical, Slash, Dark Property Round Target
SKILL_20150317_000396	[Glizardon] Physical, Slash, Dark Property Attack 2 times,
SKILL_20150317_000397	[Glizardon] Physical, Slash, Dark Property Heal Wind Attack 4 times
SKILL_20150317_000398	[Glizardon] Physical, Slash, Dark Property Smash Attack
SKILL_20150317_000399	[Coliers] Physical, Strike, Dark Property Attack
SKILL_20150317_000400	[Red Loxodon] Physical, Strike, Fire Property Attack
SKILL_20150317_000401	[Beeteros] Physical, Strike, Poison Property Attack
SKILL_20150317_000402	[Mentiwood] Physical, Slash, Lightning Property Attack
SKILL_20150317_000403	[Mentiwood] Physical, Slash, Lightning Property Two-handed Attack
SKILL_20150317_000404	[Egnome] Magic, Magic, Lightning Property Attack 2 times
SKILL_20150317_000405	[Egnome] Magic, Magic, Lightning Property Fall Attack
SKILL_20150317_000406	[Beetow] Physical, Slash, Lightning Property Attack
SKILL_20150317_000407	[Beetow] Physical, Slash, Lightning Property
SKILL_20150317_000408	[Pawndel] Physical, Slash, Dark Property Attack
SKILL_20150317_000409	[Pawndel] Physical, Slash, Dark Property Attack 3 times
SKILL_20150317_000410	[Carcashu] Physical, Strike, Poison Property Attack
SKILL_20150317_000411	[Carcashu] Physical, Strike, Poison Property Attack 4 times
SKILL_20150317_000412	[Black Maize] Physical, Strike, Poison Property
SKILL_20150317_000413	[Firent] Physical, Earth Property, Strike Attack
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Specter Monarch]
SKILL_20150317_000416	[Golem] Continuous Attack, Right
SKILL_20150317_000417	[Golem] Continuous Attack, Left
SKILL_20150317_000418	[Golem] Light Smash
SKILL_20150317_000419	[Golem] Smash
SKILL_20150317_000420	[Golem] Roar
SKILL_20150317_000421	[Firent] Use Transforce Buff
SKILL_20150317_000422	[Velwriggler] Physical, Slash, Poison Property Attack
SKILL_20150317_000423	[Lichenclops] Physical, Slash, Poison Property Attack
SKILL_20150317_000424	[Dumaro] Physical, Slash, Poison Property Attack
SKILL_20150317_000425	[Ticen] Physical, Pierce, Dark Property Attack
SKILL_20150317_000426	[Tucen] Physical, Strike, Poison Property Attack
SKILL_20150317_000427	[Siaulamb Warrior] Physical, Slash, Poison Property Attack
SKILL_20150317_000428	[Siaulamb Lagoon] Physical, Strike, Poison Property Attack
SKILL_20150317_000429	[Siaulamb Shaman] Physical, Strike, Poison Property Attack
SKILL_20150317_000430	[Minivern] Physical, Strike, Ice Property Attack
SKILL_20150317_000431	[Cronewt] Physical, Strike, Poison Property Attack
SKILL_20150317_000432	[Infrohoglan] Physical, Strike, Poison Property Attack
SKILL_20150317_000433	[Colistump] Physical, Strike, Lightning Property Attack
SKILL_20150317_000434	[Lapasape] Physical, Slash, Poison Property Attack
SKILL_20150317_000435	[Infroblud] Physical, Strike, Poison Property Attack
SKILL_20150317_000436	[Leaf Bug] 1 hit Physical, Earth Property, Strike
SKILL_20150317_000437	[Hanaming] 1 hitPhysical, Earth Property, Strike
SKILL_20150317_000438	[Crystal Spider] 1 hit Physical, Ice Property, Pierce
SKILL_20150317_000439	[Gray Jukopus] 1 hit Magic, Ice Property, Strike
SKILL_20150317_000440	[Gray Pokubu]
SKILL_20150317_000441	[Red Vubbe Archer] Range, Pierce, Fire Property Attack
SKILL_20150317_000442	[Red Fisherman] 1 hit Physical, Strike, Fire Property
SKILL_20150317_000443	[Red Fisherman] Magic, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Simorph] Physical, Earth Property, Strike
SKILL_20150317_000445	[Duckey] Physical, Strike, Fire Property Attack
SKILL_20150317_000446	[Yognome] Magic, Magic, Lightning Property Attack
SKILL_20150317_000447	[Pawnd] Physical, Range, Dark Property Attack
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Brown Zigri] Physical, Slash, Earth Property Attack
SKILL_20150317_000450	[Brown Zigri] Physical, Slash, Earth Property Attack 2 times
SKILL_20150317_000451	[Black Zigri] Physical, Slash, Dark Property Attack
SKILL_20150317_000452	[Black Zigri] Physical, Slash, Dark Property Attack 2 times
SKILL_20150317_000453	[Blin] Physical, Strike, Dark Property Attack
SKILL_20150317_000454	[Zinutekas] Physical, Pierce, Earth Property Attack
SKILL_20150317_000455	[Zinutekas] Physical, Pierce, Earth Property Attack 2 times
SKILL_20150317_000456	[Red Griba] Physical, Strike, Fire Property Attack
SKILL_20150317_000457	[Red Griba] Physical, Strike, Fire Property Attack 2 times
SKILL_20150317_000458	[Red Old Kepa] Physical, Strike, Fire Property Attack
SKILL_20150317_000459	[Black Rafflesia] Range, Magic, Dark Property Range Shoot
SKILL_20150317_000460	[Black Rafflesia] Physical, Magic, Dark Property Attack
SKILL_20150317_000461	[Red Infrorocktor] Physical, Strike, Fire Property Attack
SKILL_20150317_000462	[Red Infrorocktor] Magic, Increase Block Buff
SKILL_20150317_000463	[Green Ellom] Physical, Strike, Poison Property Attack
SKILL_20150317_000464	[Pokuborn] Physical, Pierce, Poison Property Attack
SKILL_20150317_000465	[Pokuborn] Physical, Pierce, Lightning Property Attack
SKILL_20150317_000466	[Vubbe Chaser] Physical, Pierce, Dark Property Attack 2 times
SKILL_20150317_000467	[Vubbe Chaser] Physical, Pierce, Dark Property, Attack 5 times
SKILL_20150317_000468	[Shaman Doll] Physical, Pierce, Dark Property Attack
SKILL_20150317_000469	[Green Drake] Physical, Strike, Poison Property Attack
SKILL_20150317_000470	[Green Drake] Magic, Magic, Poison Property Attack
SKILL_20150317_000471	[Black Drake] Physical, Strike, Dark Property Attack
SKILL_20150317_000472	[Black Drake] Magic, Magic, Dark Property Attack
SKILL_20150317_000473	[Vubbe Warrior] Physical, Slash, Dark Property Attack
SKILL_20150317_000474	[Blue Puragi] Physical, Strike, Ice Property Attack
SKILL_20150317_000475	[Red Vubbe Thief] Physical, Pierce, Fire Property Attack 1 time
SKILL_20150317_000476	[Black Big Gribaru] Physical, Strike, Dark Property Attack
SKILL_20150317_000477	[Black Big Gribaru] Magic, Magic, Dark Property Attack
SKILL_20150317_000478	[Black Desmodus] Physical, Pierce, Dark Property Attack
SKILL_20150317_000479	[Rubblem] Physical, Strike, Earth Property Attack
SKILL_20150317_000480	[Matsum] Magic, Strike, Fire Property. Fire ball Summon
SKILL_20150317_000481	[Pawndel] Physical, Slash, Dark Property Attack 2 times
SKILL_20150317_000482	[Dionia] Physical Non-Property Strike
SKILL_20150317_000483	[Dionia] Magic Poison Property Strike
SKILL_20150317_000484	[Bearkaras] Physical Earth Property Strike
SKILL_20150317_000485	[Bearkaras] Physical Earth Property Slash
SKILL_20150317_000486	[Abomination] Physical Non-Property Strike
SKILL_20150317_000487	[Abomination] Magic Non-Property Magic
SKILL_20150317_000488	[Dazzled Specter] Physical Dark Property Magic
SKILL_20150317_000489	[Rikaus] Physical Non-Property Strike
SKILL_20150317_000490	[Rikaus] Physical Dark Property Strike
SKILL_20150317_000491	[Bramble] Physical Non-Property Strike
SKILL_20150317_000492	[Bramble] Physical Non-Property Pierce
SKILL_20150317_000493	[Molich] Physical Dark Property Strike
SKILL_20150317_000494	[Molich] Magic Dark Property Magic
SKILL_20150317_000495	[Sequoia] Physical Non-Property Strike
SKILL_20150317_000496	[Sequoia] Physical Fire Property Strike
SKILL_20150317_000497	[Sequoia] Magic Fire Property Magic
SKILL_20150317_000498	[Rikaus] Magic Dark Property Magic
SKILL_20150317_000499	[Sparnasman] Physical Non-Property Strike
SKILL_20150317_000500	[Sparnasman] Physical Non-Property Magic
SKILL_20150317_000501	[Tomb Maiden] Magic Non-Property Magic
SKILL_20150317_000502	[Tomb Maiden] Physical Non-Property Strike
SKILL_20150317_000503	[Kubas] Physical Non-Property Magic
SKILL_20150317_000504	[Kubas] Physical Lightning Property Magic
SKILL_20150317_000505	[Kubas] Physical Ice Property Magic
SKILL_20150317_000506	[Kubas] Physical Fire Property Magic
SKILL_20150317_000507	[Grinender] Physical Fire Property Strike
SKILL_20150317_000508	[Grinender] Physical Fire Property Pierce
SKILL_20150317_000509	[Grinender] Physical Fire Property Magic
SKILL_20150317_000510	[Grinender] Magic Fire Property Magic
SKILL_20150317_000511	[Pyroego] Physical Fire Property Strike
SKILL_20150317_000512	[Pyroego] Magic Fire Property Magic
SKILL_20150317_000513	[Lithorex] Magic Poison Property Magic
SKILL_20150317_000514	[Lithorex] Magic Non-Property Magic
SKILL_20150317_000515	[Molich] Physical Non-Property Strike
SKILL_20150317_000516	[Link Roller] Magic Lightning Property Magic
SKILL_20150317_000517	[Deadborn] Physical Dark Property Strike
SKILL_20150317_000518	[Deadborn] Physical Dark Property Slash
SKILL_20150317_000519	[Salamander] Physical Fire Property Strike
SKILL_20150317_000520	[Salamander] Physical Fire Property Pierce
SKILL_20150317_000521	[Kepachieftain] Physical Non-Property Strike
SKILL_20150317_000522	[Kepachieftain] Magic Non-Property Strike
SKILL_20150317_000523	[Golem] Physical Earth Property Strike
SKILL_20150317_000524	[Dazzled Specter] Magic Dark Property Strike
SKILL_20150317_000525	[Specter Monarch] Magic Dark Property Magic
SKILL_20150317_000526	[Mirtis] Physical Dark Property Slash
SKILL_20150317_000527	[Mirtis] Physical Dark Property Magic
SKILL_20150317_000528	[Mirtis] Magic Dark Property Magic
SKILL_20150317_000529	[Mirtis] Magic Dark Property Slash
SKILL_20150317_000530	[Saltistter] Physical Ice Property Strike
SKILL_20150317_000531	[Saltistter] Physical Ice Property Magic
SKILL_20150317_000532	[Woodspirit] Physical Non-Property Strike
SKILL_20150317_000533	[Woodspirit] Physical Non-Property Magic
SKILL_20150317_000534	[Woodspirit] Magic Non-Property Magic
SKILL_20150317_000535	[Stone_Whale] Magic Earth Property Magic
SKILL_20150317_000536	[Ginklas] Physical Fire Property Strike
SKILL_20150317_000537	[Yonazolem] Physical Non-Property Strike
SKILL_20150317_000538	[Yonazolem] Magic Non-Property Strike
SKILL_20150317_000539	[Tutu] Physical Poison Property Strike
SKILL_20150317_000540	[Tutu] Magic Poison Property Magic
SKILL_20150317_000541	[Biteregina] Physical Non-Property Pierce
SKILL_20150317_000542	[Biteregina] Physical Poison Property Slash
SKILL_20150317_000543	[Biteregina] Physical Poison Property Magic
SKILL_20150317_000544	[Master Genie] Physical Non-Property Strike
SKILL_20150317_000545	[Master Genie] Magic Ice Property Magic
SKILL_20150317_000546	[Iltiswort] Physical Non-Property Strike
SKILL_20150317_000547	[Iltiswort] Physical Poison Property Magic
SKILL_20150317_000548	[Lepus] Physical Non-Property Slash
SKILL_20150317_000549	[Mushcaria] Physical Poison Property Magic
SKILL_20150317_000550	[Mushcaria] Physical Poison Property Strike
SKILL_20150317_000551	[Ellaganos] Physical Non-Property Strike
SKILL_20150317_000552	[Dionia] Magic Non-Property Magic
SKILL_20150317_000553	[Stone_Whale] Physical Earth Property Strike
SKILL_20150317_000554	[Stone_Whale] Physical Earth Property Pierce
SKILL_20150317_000555	[Ginklas] Physical Fire Property Magic
SKILL_20150317_000556	[Lepus] Magic Non-Property Strike
SKILL_20150317_000557	[Giantredwood] Magic Fire Property Pierce
SKILL_20150317_000558	[Bebraspion] Physical Non-Property Strike
SKILL_20150317_000559	[Bebraspion] Physical Lightning Property Strike
SKILL_20150317_000560	[Sparnas] Physical Non-Property Strike
SKILL_20150317_000561	[Sparnas] Physical Non-Property Pierce
SKILL_20150317_000562	[Sparnas] Physical Lightning Property Magic
SKILL_20150317_000563	[Rajatoad] Magic Non-Property Magic
SKILL_20150317_000564	[Rajatoad] Physical Ice Property Strike
SKILL_20150317_000565	[Chafer] Physical Poison Property Slash
SKILL_20150317_000566	[Chafer] Physical Poison Property Pierce
SKILL_20150317_000567	[Chafer] Physical Poison Property Magic
SKILL_20150317_000568	[Throneweaver] Physical Poison Property Magic
SKILL_20150317_000569	[Throneweaver] Physical Poison Property Strike
SKILL_20150317_000570	[Throneweaver] Magic Poison Property Magic
SKILL_20150317_000571	[Mineloader] Physical Lightning Property Strike
SKILL_20150317_000572	[Shadowgaler] Physical Dark Property Slash
SKILL_20150317_000573	[Shadowgaler] Magic Dark Property Magic
SKILL_20150317_000574	[Shadowgaler] Physical Dark Property Magic
SKILL_20150317_000575	[Giantredwood] Physical Non-Property Strike
SKILL_20150317_000576	[Giantredwood] Physical Fire Property Strike
SKILL_20150317_000577	[Rexipher] Physical Dark Property Strike
SKILL_20150317_000578	[Rocktortuga] Physical Earth Property Strike
SKILL_20150317_000579	[Luropus] Physical Non-Property Pierce
SKILL_20150317_000580	[Necroventer] Magic Dark Property Strike
SKILL_20150317_000581	[Necroventer] Magic Dark Property Magic
SKILL_20150317_000582	[Helgasercle] Magic Dark Property Slash
SKILL_20150317_000583	[Helgasercle] Physical Dark Property Slash
SKILL_20150317_000584	[Helgasercle] Magic Dark Property Magic
SKILL_20150317_000585	[Luropus] Physical Non-Property Strike
SKILL_20150317_000586	[Luropus] Magic Non-Property Magic
SKILL_20150317_000587	[King Liverwort] Physical Poison Property Strike
SKILL_20150317_000588	[Archon] Physical Fire Property Strike
SKILL_20150317_000589	[Yekub] Physical Dark Property Strike
SKILL_20150317_000590	[Yekub] Magic Dark Property Strike
SKILL_20150317_000591	[Yekub] Magic Non-Property Magic
SKILL_20150317_000592	[Carapace] Physical Ice Property Strike
SKILL_20150317_000593	[Carapace] Physical Ice Property Slash
SKILL_20150317_000594	[Werewolf] Physical Non-Property Slash
SKILL_20150317_000595	[Werewolf] Physical Non-Property Strike
SKILL_20150317_000596	[Werewolf] Physical Dark Property Magic
SKILL_20150317_000597	[Werewolf] Physical Dark Property Slash
SKILL_20150317_000598	[Archon] Magic Non-Property Magic
SKILL_20150317_000599	[Ellaganos] Physical Non-Property Pierce
SKILL_20150317_000600	[Ellaganos] Physical Dark Property Magic
SKILL_20150317_000601	[Cyclops] Physical Dark Property Strike
SKILL_20150317_000602	[Cyclops] Magic Dark Property Magic
SKILL_20150317_000603	[Rajapearl] Physical Non-Property Slash
SKILL_20150317_000604	[Rajapearl] Physical Ice Property Magic
SKILL_20150317_000605	[Honeypin] Physical Poison Property Strike
SKILL_20150317_000606	[Honeypin] Physical Poison Property Magic
SKILL_20150317_000607	[Kepachieftain] Magic Non-Property Magic
SKILL_20150317_000608	[Netherbovine] Physical Dark Property Pierce
SKILL_20150317_000609	[Netherbovine] Physical Dark Property Magic
SKILL_20150317_000610	[Netherbovine] Physical Dark Property Strike
SKILL_20150317_000611	[Achat] Physical Non-Property Strike
SKILL_20150317_000612	[Rytaswort] Physical Poison Property Strike
SKILL_20150317_000613	[Rytaswort] Physical Poison Property Magic
SKILL_20150317_000614	[Rytaswort] Magic Poison Property Magic
SKILL_20150317_000615	[Rytaswort] Magic Non-Property Magic
SKILL_20150317_000616	[Lepus] Physical Non-Property Strike
SKILL_20150317_000617	[Rexipher] Magic Dark Property Magic
SKILL_20150317_000618	[Corrupted] Magic Dark Property Magic
SKILL_20150317_000619	[Corrupted] Magic Dark Property Strike
SKILL_20150317_000620	[Mushcaria] Magic Poison Property Magic
SKILL_20150317_000621	[Rocktortuga] Magic Earth Property Magic
SKILL_20150317_000622	[Chafer] Magic Poison Property Magic
SKILL_20150317_000623	[Vubbe Fighter] Physical Earth Property Slash
SKILL_20150317_000624	[Vubbe Fighter] Physical Earth Property Strike
SKILL_20150317_000625	[Dazzled Specter] Magic Dark Property Magic
SKILL_20150317_000626	[Mushwort] Physical Non-Property Strike
SKILL_20150317_000627	[Mushwort] Physical Non-Property Magic
SKILL_20150317_000628	[Mushwort] Magic Non-Property Magic
SKILL_20150317_000629	[Mushwort] Magic Poison Property Magic
SKILL_20150317_000630	[Naktis] Magic Non-Property Strike
SKILL_20150317_000631	[Drapeliun] Physical Non-Property Pierce
SKILL_20150317_000632	[Drapeliun] Physical Non-Property Magic
SKILL_20150317_000633	[Drapeliun] Magic Dark Property Magic
SKILL_20150317_000634	[Sparnas Horn] Physical Non-Property Strike
SKILL_20150317_000635	[Sparnas Horn] Physical Non-Property Pierce
SKILL_20150317_000636	[Sparnas Horn] Physical Lightning Property Magic
SKILL_20150317_000637	[Magburk] Physical Fire Property Strike
SKILL_20150317_000638	[Gaigalas] Physical Non-Property Strike
SKILL_20150317_000639	[Gaigalas] Physical Fire Property Magic
SKILL_20150317_000640	[Ironbaum] Physical Non-Property Strike
SKILL_20150317_000641	[Ironbaum] Physical Fire Property Strike
SKILL_20150317_000642	[Ironbaum] Physical Fire Property Magic
SKILL_20150317_000643	[Ironbaum] Magic Non-Property Magic
SKILL_20150317_000644	[Carnivore] Physical Poison Property Strike
SKILL_20150317_000645	[Carnivore] Physical Poison Property Magic
SKILL_20150317_000646	[Carnivore] Physical Poison Property Pierce
SKILL_20150317_000647	[Carnivore] Magic Poison Property Magic
SKILL_20150317_000648	[Mineloader] Physical Lightning Property Magic
SKILL_20150317_000649	[Cactusvel] Physical Poison Property Strike
SKILL_20150317_000650	[Cactusvel] Physical Non-Property Strike
SKILL_20150317_000651	[Cactusvel] Physical Non-Property Magic
SKILL_20150317_000652	[Tomblord] Physical Non-Property Magic
SKILL_20150317_000653	[Ravinepede] Physical Poison Property Strike
SKILL_20150317_000654	[Ravinepede] Magic Non-Property Magic
