QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20161005_000262	The worst part of this place is the lack of water.{nl}We did manage to set up a few wells here and there...
QUEST_LV_0400_20161005_000263	{nl}We haven't been able to drink it after the poison from the White Trees managed to trickle into the water supply.{nl}We've had to purify the water in one way or another.
QUEST_LV_0400_20161005_000264	{nl}We are using a grass called Randulin.
QUEST_LV_0400_20161005_000265	I'll give you a bottle of water.{nl}The problem is that Randulin usually is well hidden beneath the earth.
QUEST_LV_0400_20161005_000266	{nl}However, it will turn yellow when touched by the un-purified water here.{nl}You'll be able to see where the Randulin is by sprinkling the ground with this water.
QUEST_LV_0400_20161005_000267	A lot of people suffered greatly when we didn't know about the issues with the water.{nl}Aurlelse who is good with herbs, taught people how to purify the water.
QUEST_LV_0400_20161005_000268	Yes.{nl}What you have brought is indeed Randulin.
QUEST_LV_0400_20161005_000269	{nl}I think that will allow us to drink purified water for quite some time.
QUEST_LV_0400_20161005_000270	Did I tell you about the farmland that we had worked on?{nl}We had used the cable-car here in order to create arable land over at Lacetti Lot.
QUEST_LV_0400_20161005_000271	{nl}Even if it's a bit far from here, there's a lot of sunlight as well as soft soil.{nl}But we always had to be prepared to fix the old and worn cable-car since it was the only way for use to get there.
QUEST_LV_0400_20161005_000272	{nl}That's why we prepared tools to fix it at a moments notice in a pouch and place it somewhere we could find easily.{nl}The monsters mistook them for food bags and stole them all.
QUEST_LV_0400_20161005_000273	Monsters must have been starving too.{nl}Taking something they cannot eat...
QUEST_LV_0400_20161005_000274	Ah, yes.{nl}Those are the pouches.
QUEST_LV_0400_20161005_000275	There's still a problem left even if we are able to repair the cable-car again.{nl}As soon as we tilled the soil at Phavegheliai, monsters started attacking us there as well.
QUEST_LV_0400_20161005_000276	{nl}This is a matter of our survival.{nl}People will start starving if monsters are allowed to control that land for too long.
QUEST_LV_0400_20161005_000277	{nl}That's why I'm gathering young men to go and drive them off.
QUEST_LV_0400_20161005_000278	I knew that it wouldn't be something that a handful of people could accomplish...{nl}I believe that you'll manage to tip things in our favor even more.
QUEST_LV_0400_20161005_000279	Phavegheliai Farm will be on the other end of the cable-car that you get on at Lacetti Lot.
QUEST_LV_0400_20161005_000280	Liel...Are you there Liel?{nl}Where could she have gone to...{nl}I told her to not go out of the Refugee Camp...
QUEST_LV_0400_20161005_000281	If you see a girl with a hood that has twin-tails, please bring her here.
QUEST_LV_0400_20161005_000282	I'm looking for a girl with a hood and twin-tails.{nl}Her name is Liel. Have you seen her?
QUEST_LV_0400_20161005_000283	If you do find her, please bring her back to me.{nl}
QUEST_LV_0400_20161005_000284	Phavegheliai Farm was nothing but grasslands.{nl}It seemed perfect since there wasn't too many monsters and the sunlight was good here.
QUEST_LV_0400_20161005_000285	{nl}That's why we started to farm here and the crops made it well.{nl}Then, the monsters came after the crops and we lost control of the farm.
QUEST_LV_0400_20161005_000286	It seems like we'll be able to farm again thanks to you.{nl}I suppose it would be too much to ask you to stay with us?
QUEST_LV_0400_20161005_000287	{nl}Why don't you meet the people before you leave...{nl}I'm sure they'll have plenty to say to you.
QUEST_LV_0400_20161005_000288	You've listened to all of the worries of the people here?
QUEST_LV_0400_20161005_000289	{nl}I'm sure there wasn't one story that wasn't heartbreaking.{nl}Some feel like life here is nothing but trouble.
QUEST_LV_0400_20161005_000290	{nl}Some people say that I don't know about the severity of this situation, but I assure you that I do.{nl}This type of life will not be sustainable without material help from someone else.
QUEST_LV_0400_20161005_000291	{nl}I am sorry for the children as they will not be able to see the outside world.{nl}I have of course considered moving somehwere else.
QUEST_LV_0400_20161005_000292	{nl}However, we don't know exactly where we are in the Great Woodlands so we can't simply pick a direction either.{nl}We don't have enough food or supplies and the monsters are a never ending threat.
QUEST_LV_0400_20161005_000293	Really?
QUEST_LV_0400_20161005_000294	{nl}Thank you.{nl}We would appreciate it if you could go to a major city for help.
QUEST_LV_0400_20161005_000295	I see that there are refugees that haven't been able to receive proper assistance.{nl}I shall ask the lords near Mishekan if they can't offer some help.
QUEST_LV_0400_20161005_000296	How did it go?{nl}Is there a city willing to help us?
QUEST_LV_0400_20161005_000297	The Knight Commander at Klaipeda said that he'd request help from the other lords?{nl}That's just what I wanted to hear.
QUEST_LV_0400_20161005_000298	{nl}Thank you so much for going the extra bit for us.
QUEST_LV_0400_20161005_000299	I shall ask the lords near Mishekan Forest to aid the refugees.{nl}I'll try to make them hurry a bit as well.
QUEST_LV_0400_20161005_000300	Aurlelse
QUEST_LV_0400_20161005_000301	I think of the peaceful days before Medzio Diena every day.{nl}The Potato Dumplings I used to have with my wife were the best...
QUEST_LV_0400_20161005_000302	I lost my wife to a large branch that crashed on top of the house that day.{nl}I am regretful that I wasn't even able to properly bury her.
QUEST_LV_0400_20161005_000303	Alex
QUEST_LV_0400_20161005_000304	I am also afraid that I'll be attacked like Mr. Curtis.
QUEST_LV_0400_20161005_000305	{nl}He was attacked by monsters a while ago when trying to drive them out of town.{nl}I can still see him in pain because of the wounds.
QUEST_LV_0400_20161005_000306	If it wasn't for Medzio Diena, I would have married my love and be living a happy life...
QUEST_LV_0400_20161005_000307	Wickens
QUEST_LV_0400_20161005_000308	It wasn't too long after I came here.{nl}Waltas was stealing for his wife and baby.
QUEST_LV_0400_20161005_000309	{nl}He used to be someone that always looked out for other people...{nl}I realized that people change in harsh circumstances after seeing that.
QUEST_LV_0400_20161005_000310	I do somewhat understand why Waltas was stealing.
QUEST_LV_0400_20161005_000311	{nl}His wife had just given birth to their baby.{nl}But she wasn't able to feed the baby as she had been starving as well.
QUEST_LV_0400_20161005_000312	{nl}Waltas needed to get food for his wife and baby.
QUEST_LV_0400_20161005_000313	Myuse
QUEST_LV_0400_20161005_000314	Everyone at the refugee camp is grateful to Curtis, Aurlelse and Nagles.{nl}We wouldn't even be able to live like this if it wasn't for their help.
QUEST_LV_0400_20161005_000315	Although we have gotten it better, it is still a harsh life.{nl}It won't get any better if we don't get any help from the lords.
QUEST_LV_0400_20161005_000316	Liel
QUEST_LV_0400_20161005_000317	My mother... she gave me all of her blankets because she thought I would be cold.{nl}That's why she always has the cold and can't stop coughing...
QUEST_LV_0400_20161005_000318	{nl}I thought that less wind would come through the tent if I managed to stitch it and went to get some twine.{nl}There wasn't anything worth using in the refugee camp.
QUEST_LV_0400_20161005_000319	{nl}Curtis said that there were moths that made their cocoons up there.{nl}He said that they would be extremely good for strong twine.
QUEST_LV_0400_20161005_000320	I cannot tell my mother about it.{nl}She would forbid me from going out. No doubt about it.
QUEST_LV_0400_20161005_000321	{nl}I should have done this.{nl}My mother would be saddened if anything happens to me..
QUEST_LV_0400_20161005_000322	My mother always has nightmares ever since we came here.{nl}She always calls out to my father asking him to not go.
QUEST_LV_0400_20161005_000323	{nl}Then she wakes up crying.{nl}It is so painful to watch.
QUEST_LV_0400_20161005_000324	I remember eating Potato Dumplings with my parents.{nl}They tasted so good...
QUEST_LV_0400_20161005_000325	{nl}The sound of parents calling their children to dinner...{nl}The hard yet comfortable chairs...
QUEST_LV_0400_20161005_000326	Everything seemed impossible when we got here.{nl}Everyone was overwhelmed by the circumstances and there was nothing needed for survival... Not to mention the threat of monsters...
QUEST_LV_0400_20161005_000327	{nl}Despite all that, we were able to make it this far thanks to Aurlelse.
QUEST_LV_0400_20161005_000328	{nl}There had been a case of theft when food was scarce.{nl}I was one of the victims at the time.
QUEST_LV_0400_20161005_000329	{nl}People where incredibly angry at the time, including myself.{nl}When Waltas was discovered to be the criminal, we were just about to beat him.
QUEST_LV_0400_20161005_000330	{nl}However, Aurlelse gave him his food and defended him.{nl}Saying that he would have done the same if his baby was starving...
QUEST_LV_0400_20161005_000331	{nl}He also persuaded us that we should stick together even when times were tough.{nl}We all felt so embarrassed by his deeds...
QUEST_LV_0400_20161005_000332	{nl}We realized that simply protecting my own would not make matters better.{nl}That's when we started to collect our strength in order to overcome the situation.
QUEST_LV_0400_20161005_000333	{nl}As a result of the actions that day, things are getting a bit better.{nl}If Aurlelse hadn't stepped forward that day, there may not be anyone left alive here.
QUEST_LV_0400_20161005_000334	If there wasn't someone as brave as Nagles, there may have been nobody here willing to fight the monsters.{nl}Nagles was the one that raised the walls and found the weapons.
QUEST_LV_0400_20161005_000335	Nagles
QUEST_LV_0400_20161005_000336	We were able to live here this long thanks to Curtis.
QUEST_LV_0400_20161005_000337	I thought of what I could do after seeing Curtis working so hard for the people here.{nl}That's why I thought about protecting them from the monsters.
QUEST_LV_0400_20161005_000338	{nl}I also looked for anything that could be used as weapons around here.{nl}Surprisingly there was a worn down shack here with spears inside...
QUEST_LV_0400_20161005_000339	{nl}I gave the spears to young people like me and we started protecting the people.{nl}Then we raised the walls to make it harder for monsters to get in.
QUEST_LV_0400_20161005_000340	{nl}We didn't have enough materials or experience to build proper walls so their quite shabby.{nl}They're still worth their weight in Talt though!
QUEST_LV_0400_20161005_000341	Heres
QUEST_LV_0400_20161005_000342	Even if life here has gotten better, it's still unsafe.{nl}A time will come when it will become impossible for life to continue here without outside help.
QUEST_LV_0400_20161005_000343	Even if we wish to go and ask for help, we can't do so.{nl}Monsters are a threat of course, but the real issue is about the food.
