QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150317_000249	You just have to tell her that Salister is coming. {nl}There is no reason for her to suspect us.
QUEST_LV_0200_20150317_000250	Our families passed through this place thanks to you. {nl}You will find many interesting truths if you continue your journey in this area. {nl}And you may also meet our families. But be careful of the Diko thieves. {nl}Unlike us, they were robbers from the beginning.
QUEST_LV_0200_20150317_000251	Guard Gofden
QUEST_LV_0200_20150317_000252	I don't want to be here either. There's really no need to guard this place. {nl}Orders came in to support the Kaliss Knights.
QUEST_LV_0200_20150317_000253	Can you help me? {nl}Kostas has not come back for days so I can't leave this place but the monsters are running wild so I can't just stay put.
QUEST_LV_0200_20150317_000254	The officers don't like the Kaliss Knights. {nl}As for lower rank guards like me, Kaliss Knights give us supplies and support so there's no reason for us to hate them.
QUEST_LV_0200_20150317_000255	When I first came here, we just had to be careful of the Stone Frosts but since Medis Diena 4 years ago, every day is a crisis. {nl}I'm going to apply to move out when I'm done here.
QUEST_LV_0200_20150317_000256	It hasn't been that long for the Royal Army to enter this area by the request of Kostas. {nl}Much of the city remained in it's original form 600 years after the misfortune. {nl}One of my missions here is to clear the records of rebels remaining here.
QUEST_LV_0200_20150317_000257	I can't leave my post since Kostas is not here. Can you take care of it for me? {nl}You can find many records if you look around the trade area and Parduo square area.
QUEST_LV_0200_20150317_000258	Don't mind what's written on the records. {nl}It's all nonsense.
QUEST_LV_0200_20150317_000259	I have to escort, clean up, and guard. I wonder how they are expecting me to do everything alone. {nl}It's a good thing you came to help.
QUEST_LV_0200_20150317_000260	A few days before I was dispatched here, many soldiers came to this place to do a preliminary check for the research of Kaliss Knights. {nl}But no one returned. They were attacked by the irregular Stone Frosts.
QUEST_LV_0200_20150317_000261	I was ordered to take back their keepstakes but it's hard just to think about it. {nl}Can you help me out?
QUEST_LV_0200_20150317_000262	The authorities do not take it well that tens of soldiers were sacrificed for support activities. {nl}That's why the Royal Army and the Kaliss Knights have become distant.
QUEST_LV_0200_20150317_000263	You may not believe it but I might have been standing there too. {nl}Good thing I was off duty that day.. I don't even want to think about it. {nl}I will deliver this to the families of the deceased.
QUEST_LV_0200_20150317_000264	How are you traveler, although, I don't know why you are passing through this place..
QUEST_LV_0200_20150317_000265	Ah, so you are the famous Revelator. I've heard a lot about you from my colleagues in Klaipeda. {nl}They say you go around to save the world according to the will of the Goddess?
QUEST_LV_0200_20150317_000266	Then let me make a good offer, I found a way to turn back this petrified city. Can you help me? {nl}First, get rid of the monsters around here. I have to be safe first before I can tell you anything, right?
QUEST_LV_0200_20150317_000267	The Cryomancers in Klaipeda are stubborn and arrogant. If you feel something like that from me, then that's your delusion. {nl}There is Cryomancer as humane and warm-hearted as me.
QUEST_LV_0200_20150317_000268	Did you dry the seeds? Good, anyway.
QUEST_LV_0200_20150317_000269	Now, the next test is for you to take this and test if it's usable while I find the formula of magic circle. {nl}An Ice wall will appear if you use this so check how useful that is to the monsters. {nl}We need a safety net in order to test and this will do the job.
QUEST_LV_0200_20150317_000270	The monsters will come attacking when the Ice wall is formed so take care of the rest of the monsters that you missed a while ago.
QUEST_LV_0200_20150317_000271	Stone Frost will not happen anymore for a while. {nl}Don't worry about that.
QUEST_LV_0200_20150317_000272	It's very effective! Now this should be able to block monsters or revelators.
QUEST_LV_0200_20150317_000273	Now we get to the important part. The most important part of the test is to find the Mark of Silk, a strong magic tool that can turn back petrified things. {nl}The stupid Royal Army lost the last Mark in this area 4 years ago so it's probably somewhere around here. {nl}It can also be inside the monster's stomach.
QUEST_LV_0200_20150317_000274	Defeat the monsters and get the shiny stone from them. That will shine by itself so bring that and I will look for it.
QUEST_LV_0200_20150317_000275	The stupid Royal Army probably doesn't know how great that Mark is. {nl}Probably no one knows, except me.
QUEST_LV_0200_20150317_000276	Pray that the Mark of Silk is among these stones. {nl}If not, I will be really mad.
QUEST_LV_0200_20150317_000277	Aha! It's here. Why wasn't the Royal Army able to find it when it is so easy like this? {nl}Are their heads only good for wearing helmets? Anyway, let's begin the test. Follow me to the magic circle I installed.
QUEST_LV_0200_20150317_000278	Hey friend, how did you get here? {nl}Are you looking for a job? {nl}I might sound a bit nosy but It's dangerous to go around alone. {nl}Of course, the same goes for anyone else too.
QUEST_LV_0200_20150317_000279	I need to work in the commercial area but I can't work alone because of the monsters. {nl}Can you help me out?
QUEST_LV_0200_20150317_000280	It's a good thing the cowardly Diko thieves did not come until here. {nl}Things are limited but people are coming in flocks to take it away..
QUEST_LV_0200_20150317_000281	If it's cleared up that much, then looks like I can start already.
QUEST_LV_0200_20150317_000282	I'm gonna go to Gerove Workshop. Can you help me out while I work? {nl}You jsut have to follow me around and fight the monsters while I do the work.
QUEST_LV_0200_20150317_000283	I got a load of it thanks to you. I won't have to go around for days. {nl}I plan to wait here until my colleagues arrive.
QUEST_LV_0200_20150317_000284	Please take care of the monsters and grave thieves in the Military District while I prepare the test. {nl}We should not be caught or interrupted.
QUEST_LV_0200_20150317_000285	It's relatively safe on top of the fortress. There are monsters and thieves swarming if you leave this place.
QUEST_LV_0200_20150317_000286	You cleared the test areas. Good job.
QUEST_LV_0200_20150317_000287	I will proceed the test from up here. {nl}Please go to the portal and prepare to test it.
QUEST_LV_0200_20150317_000288	Everything will be alright. It's all just visuals and it can't come across to this world.
QUEST_LV_0200_20150317_000289	Something outrageous happened. What could those be? {nl}Chronomancers will not believe it. Did the past interfere with the future? Or the future interfere with the past?
QUEST_LV_0200_20150317_000290	I better stay here and tune the portal leading to Final Battle Field.
QUEST_LV_0200_20150317_000291	Adjutant Hans
QUEST_LV_0200_20150317_000292	It hasn't been long since we cooperated with the grave thieves. {nl}Supporting them without the Royal Army knowing is like having your life on the line. {nl}But what can we do. We're just following orders. .
QUEST_LV_0200_20150317_000293	They will pass through the Downtown Street. {nl}Of course, they will face the monsters. A big commotion will happen and the guards will find them. {nl}I want you to get your hands on at that point. Unlike the Diko thieves, they can't stand to be in debt so they will be helpful to your journey.
QUEST_LV_0200_20150317_000294	They are more than just a few so we don't know when they will pass through. {nl}But we continuously watch over so that nothing will go wrong.
QUEST_LV_0200_20150317_000295	Did you defeat the monsters? The guards were asking what the fuss is about so I told them about you. {nl}Everything should be alright.
QUEST_LV_0200_20150317_000296	Don't forget. Our helping the grave thieves here is a secret to the Royal Army. {nl}Your life can be on the line.
QUEST_LV_0200_20150317_000297	We need to bring Stepnas to Downtown Street. {nl}He promised to get us the Frost Core which will help in studying the Stone Frost. {nl}We need to slip away the guards in order to do that.
QUEST_LV_0200_20150317_000298	The guards are unofficially receiving supples from the knights. Please coat it with the monster's scent. {nl}Then give it to the guards at the mouth of the river. This will cause a big commotion.
QUEST_LV_0200_20150317_000299	They will reduce their boundaries as they are getting attacked. {nl}Or bring a huge army in. {nl}But they won't be able to do that with the current state the Kingdom is in.
QUEST_LV_0200_20150317_000300	Did the guards sense the scent? {nl}The monsters should have.
QUEST_LV_0200_20150317_000301	The Stone Whale will soon attack the guards. {nl}Act like you're greeting them and lead them to vacate the crossroad. {nl}Then Steponas will pass through without secretly.
QUEST_LV_0200_20150317_000302	Rofdel will be watching from the watchtower but on a foggy day like this, he won't take action.
QUEST_LV_0200_20150317_000303	Steponas passed through safely. {nl}He was looking for you. Go and help him. {nl}The guards won't mention our names to Rofdel. {nl}What they have been taking until now was all against the military law.
QUEST_LV_0200_20150317_000304	The knightage headquarters are collecting old records that the Royal Army weren't able to clean up. {nl}Since you've seen it a few times yourself, did you sense something fishy?
QUEST_LV_0200_20150317_000305	The Royal Army spreading promotional materials praising the great prime minister of the past, Premier Eminent, and the grave thieves. {nl}Please get that leaflet. There will be a loophole if we compare it with the historical data we've collected.
QUEST_LV_0200_20150317_000306	The Royal Army have had difficulty recruiting since 4 years ago so they've been spreading out leaflets like this to the nomads outside the fallen city or the grave thieves for them to apply. {nl}Of course, they will just be treated like slaves when the world becomes better to live.
QUEST_LV_0200_20150317_000307	So, this is what it says. They made such embarassing stories sound like a heroic epic to the ignorant people. {nl}I will send this to the knightage headquarters.
QUEST_LV_0200_20150317_000308	You're the one who made me an opportunity. {nl}You deserve applause for understanding and executing Hans's imprudent plans, but we have to stay quiet so just receive my thanks.
QUEST_LV_0200_20150317_000309	The reason I called you is to find the Frost Core that I've promised Kaliss knights. {nl}But I didn't know the guards are goind around like that! There's a change of plan.
QUEST_LV_0200_20150317_000310	The Frost Core that we're looking for is inside Stone Froster. You will need a very strong bomb to get it out. {nl}Bring me the stone gun powder from the monsters nearby watermill ruins. Then I will process it to be useful.
